============================ ★ 2分屏 → 3分屏 全过程 [18:29:07.500 ~ 18:29:11.200]
18:29:08.298  hyper_launcher_app                         | : <app-frb-pool-app_launcher::recents::systemui_shared::transition::window_transion_manager:2380>: set_split_dock_animating: true
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7693)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7693)
18:29:09.667  MultiTaskingTaskRepository                 | moveMultiWindowTaskToTop taskId=7693
18:29:09.667  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(826, 66 - 1534, 1606), mTaskId = 7693
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7693)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7693)
18:29:09.667  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7693 pending: [] readyDuringSync: [] tracks: [Track#0 ready=[android.os.BinderProxy@f2eb4] Track#1 ]
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7693)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7693)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7703)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7703)
18:29:09.667  MultiTaskingTaskRepository                 | moveMultiWindowTaskToTop taskId=7703
18:29:09.667  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(826, 66 - 1534, 1606), mTaskId = 7703
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7703)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7703)
18:29:09.667  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7703 pending: [] readyDuringSync: [] tracks: [Track#0 ready=[android.os.BinderProxy@f2eb4] Track#1 ]
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.667  MultiTaskingTaskRepository                 | moveMultiWindowTaskToTop taskId=7694
18:29:09.667  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1558, 66 - 2266, 1606), mTaskId = 7694
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.667  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7694 pending: [] readyDuringSync: [] tracks: [Track#0 ready=[android.os.BinderProxy@f2eb4] Track#1 ]
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.667  MultiTaskingTaskRepository                 | moveMultiWindowTaskToTop taskId=7706
18:29:09.667  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1558, 66 - 2266, 1606), mTaskId = 7706
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.668  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7706 pending: [] readyDuringSync: [] tracks: [Track#0 ready=[android.os.BinderProxy@f2eb4] Track#1 ]
18:29:09.668  MulWinSwitchDecorViewModel                 | onTaskChanging taskId:1 decoration = com.android.wm.shell.multitasking.miuimultiwinswitch.miuiwindowdecor.decoration.MiuiDecorationHomeController@3c605cf
18:29:09.668  MiuiDecorationHomeBottom                   | disableMultiStatusBarNavBar needCaption inSoScFullMode.
18:29:09.668  MulWinSwitchDecorViewModel                 | onTaskChanging taskId:7690 decoration = null
18:29:09.668  MulWinSwitchDecorViewModel                 | createWindowDecoration: taskId=7690, isHome=false, windowingMode=6, mWindowDecorByTaskId.size()=6, reason=onTaskChanging
18:29:09.668  MulWinSwitchDecorViewModel                 | onTaskChanging taskId:7689 decoration = null
18:29:09.669  MulWinSwitchDecorViewModel                 | createWindowDecoration: taskId=7689, isHome=false, windowingMode=6, mWindowDecorByTaskId.size()=7, reason=onTaskChanging
18:29:09.669  MulWinSwitchDecorViewModel                 | onTaskChanging taskId:7705 decoration = com.android.wm.shell.multitasking.miuimultiwinswitch.miuiwindowdecor.decoration.MiuiDecorationController@3ad6e5a
18:29:09.669  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7705)
18:29:09.669  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7705)
18:29:09.669  MiuiDecorationDot                          | updateCaptionGeometry_TopCaption: taskId=7705 isMultipleSplit=true captionHeight=77 captionOffsetY=0 dotY=38 dotSurfaceHeight=12.0 scale=1.0 mTaskBounds=Rect(94, 66 
18:29:09.670  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-19a,0,1] 沉浸: task=7705 栏隐藏=true (MiuiDotView#5640344)
18:29:09.670  OS4FreeFromX                               | 沉浸: task=7705 栏隐藏=true (MiuiDotView#5640344)
18:29:09.670  MiuiDecorationBase                         | updateSampling_TopCaption: taskId = 7705 scale = 1.0 mTaskBounds = Rect(94, 66 - 802, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim = fal
18:29:09.670  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7705)
18:29:09.670  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7705)
18:29:09.670  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-19b,0,1] 沉浸: task=7705 栏隐藏=true (MiuiBottomBarView#18627869)
18:29:09.670  OS4FreeFromX                               | 沉浸: task=7705 栏隐藏=true (MiuiBottomBarView#18627869)
18:29:09.670  MiuiDecorationBase                         | updateSampling_BottomCaption: taskId = 7705 scale = 1.0 mTaskBounds = Rect(94, 66 - 802, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim = 
18:29:09.670  MulWinSwitchDecorViewModel                 | onTaskChanging taskId:7703 decoration = com.android.wm.shell.multitasking.miuimultiwinswitch.miuiwindowdecor.decoration.MiuiDecorationController@e10008c
18:29:09.670  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7703)
18:29:09.670  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7703)
18:29:09.671  MiuiDecorationDot                          | updateCaptionGeometry_TopCaption: taskId=7703 isMultipleSplit=true captionHeight=77 captionOffsetY=0 dotY=38 dotSurfaceHeight=12.0 scale=1.0 mTaskBounds=Rect(826, 66
18:29:09.671  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-19c,0,1] 沉浸: task=7703 栏隐藏=true (MiuiDotView#92467638)
18:29:09.671  OS4FreeFromX                               | 沉浸: task=7703 栏隐藏=true (MiuiDotView#92467638)
18:29:09.672  MiuiDecorationBase                         | updateSampling_TopCaption: taskId = 7703 scale = 1.0 mTaskBounds = Rect(826, 66 - 1534, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim = f
18:29:09.672  DynamicIslandWindowViewController          | handleDynamicIsland: p1: com.xingin.xhs, p2: , isSplit: false
18:29:09.672  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7703)
18:29:09.672  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7703)
18:29:09.672  DynamicIslandController                    | onIslandViewChanged: action_has_freeform
18:29:09.672  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-19d,0,1] 沉浸: task=7703 栏隐藏=true (MiuiBottomBarView#122065831)
18:29:09.672  OS4FreeFromX                               | 沉浸: task=7703 栏隐藏=true (MiuiBottomBarView#122065831)
18:29:09.672  MiuiDecorationBase                         | updateSampling_BottomCaption: taskId = 7703 scale = 1.0 mTaskBounds = Rect(826, 66 - 1534, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim 
18:29:09.672  TransitionChain                            | Can't collect into a chain with no transition
18:29:09.673  MulWinSwitchDecorViewModel                 | createWindowDecoration: taskId=7706, isHome=false, windowingMode=6, mWindowDecorByTaskId.size()=8, reason=onTaskOpening
18:29:09.673  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.673  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.673  MulWinSwitchDecorViewModel                 | decor surface ++ = 5
18:29:09.674  MiuiDecorationDot                          | updateCaptionGeometry_TopCaption: taskId=7706 isMultipleSplit=true captionHeight=77 captionOffsetY=0 dotY=38 dotSurfaceHeight=12.0 scale=1.0 mTaskBounds=Rect(1558, 6
18:29:09.674  TransitionChain                            | Can't collect into a chain with no transition
18:29:09.674  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-19e,0,1] 小窗布局: task=7706 mode=6 pkg=com.xingin.xhs bounds=Rect(1558, 66 - 2266, 1606)
18:29:09.674  OS4FreeFromX                               | 小窗布局: task=7706 mode=6 pkg=com.xingin.xhs bounds=Rect(1558, 66 - 2266, 1606)
18:29:09.673  xring_gralloc                              | req_witdh=2243, req_height=1031, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:09.674  MiuiDecorationBase                         | updateSampling_TopCaption: taskId = 7706 scale = 1.0 mTaskBounds = Rect(1558, 66 - 2266, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim = 
18:29:09.675  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.675  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.675  MulWinSwitchDecorViewModel                 | decor surface ++ = 6
18:29:09.676  MiuiDecorationBase                         | updateSampling_BottomCaption: taskId = 7706 scale = 1.0 mTaskBounds = Rect(1558, 66 - 2266, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim
18:29:09.678  ImeInsetsSourceProvider                    | showImePostLayout aborted, serverVisible: false, frozen: false, mWin is: non-null, isDrawn: false, mGivenInsetsPending: false, imeLayeringTarget: Window{6ef880b u0 S
18:29:09.678  ImeInsetsSourceProvider                    | controlTarget == DisplayContent.imeControlTarget: true, hasPendingControls: false, leash is: non-null
18:29:09.679  TransitionChain                            | Can't collect into a chain with no transition
18:29:09.679  RelayAppLocalHelper                        | in split screen mode com.android.calendar, notify with com.miui.home
18:29:09.681  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7688)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7688)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7688)
18:29:09.682  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7688)
18:29:09.682  MultiTaskingTransitionHandler              | canHandleTransition try handler: com.android.wm.shell.multitasking.common.linkage.MultiTaskingLinkageTransition@c37bc50
18:29:09.682  MultiTaskingTransitionHandler              | canHandleTransition try handler: com.android.wm.shell.multitasking.miuifreeform.MiuiFreeformModeAnimation@e226213
18:29:09.682  MultiTaskingTransitionHandler              | canHandleTransition try handler: com.android.wm.shell.multitasking.miuimultiwinswitch.MulWinSwitchTransition@17d2308
18:29:09.682  ShellTransitions                           | getMaybeHandlerType active = (#181) android.os.BinderProxy@f2eb4@0, type = 11
18:29:09.682  MultipleSplitUtils                         | animateOpenWithExitDockMode begin: transition=181, path=SoSc->three, totalChanges=12
